Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
30,Male,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
19,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
48,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Greece,>50K
22,Female,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
50,Male,Private,Masters,Married-spouse-absent,Prof-specialty,Other-relative,White,?,<=50K
25,Female,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Guatemala,<=50K
18,Male,Private,10th,Never-married,Other-service,Own-child,White,United-States,<=50K
21,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
47,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
33,Female,Private,HS-grad,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,United-States,<=50K
39,Male,Private,HS-grad,Divorced,Craft-repair,Own-child,White,United-States,<=50K
67,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
19,Male,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
18,Male,Private,10th,Never-married,Other-service,Own-child,White,United-States,<=50K
36,Male,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,United-States,<=50K
23,Male,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
25,Female,?,Some-college,Separated,?,Unmarried,White,United-States,<=50K
40,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,?,<=50K
73,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
35,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
31,Male,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
20,Male,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
20,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
27,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Mexico,<=50K
66,Male,Self-emp-inc,10th,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
66,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
64,Female,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
48,Male,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
24,Female,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
51,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
25,Male,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
33,Female,Private,11th,Separated,Sales,Own-child,White,United-States,<=50K
50,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
51,Male,Private,7th-8th,Married-spouse-absent,Craft-repair,Not-in-family,Black,Dominican-Republic,<=50K
34,Male,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
41,Female,Local-gov,7th-8th,Never-married,Other-service,Unmarried,Black,United-States,<=50K
30,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
59,Male,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
41,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
36,Male,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,United-States,>50K
37,Male,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,<=50K
28,Male,Private,HS-grad,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
28,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
62,Male,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,<=50K
36,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,>50K
58,Male,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,Greece,<=50K
42,Male,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,White,United-States,<=50K
43,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
32,Male,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
64,Male,Local-gov,9th,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
39,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
26,Female,Private,Bachelors,Never-married,Sales,Own-child,Black,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,<=50K
21,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
32,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
30,Male,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
26,Female,Private,Bachelors,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
20,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,United-States,<=50K
19,Male,Private,Some-college,Never-married,Transport-moving,Own-child,White,United-States,<=50K
33,Male,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
23,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,El-Salvador,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
42,Female,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,<=50K
30,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
63,Female,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
60,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
48,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
25,Male,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
27,Female,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,United-States,<=50K
55,Male,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,United-States,>50K
32,Female,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,United-States,<=50K
22,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Greece,<=50K
25,Male,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
18,Female,Private,11th,Never-married,Other-service,Own-child,White,United-States,<=50K
24,Female,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,<=50K
29,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
73,Male,?,11th,Married-civ-spouse,?,Husband,White,United-States,<=50K
39,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
33,Male,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
57,Female,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,>50K
22,Female,Private,10th,Separated,Other-service,Unmarried,White,United-States,<=50K
33,Female,?,HS-grad,Separated,?,Unmarried,White,United-States,<=50K
33,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
42,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
43,Male,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,United-States,<=50K
57,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
42,Male,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,United-States,<=50K
22,Male,Private,Some-college,Never-married,Transport-moving,Own-child,White,United-States,<=50K
21,Female,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
42,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
39,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
41,Female,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
20,Male,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,United-States,<=50K
47,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
44,Female,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
29,Female,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,United-States,<=50K
52,Female,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,United-States,>50K
71,Male,Private,Some-college,Widowed,Sales,Not-in-family,White,United-States,>50K
52,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
36,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
53,Male,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,>50K
37,Female,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,United-States,>50K
26,Male,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
34,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
35,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
20,Female,Private,9th,Never-married,Sales,Own-child,White,United-States,<=50K
34,Male,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
56,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
39,Female,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
24,Female,Private,Some-college,Never-married,Tech-support,Own-child,White,United-States,<=50K
24,Female,Private,11th,Divorced,Sales,Unmarried,White,United-States,<=50K
23,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
27,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
25,Female,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,United-States,<=50K
29,Female,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,<=50K
42,Female,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,United-States,>50K
51,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
31,Male,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
59,Male,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
29,Female,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,United-States,<=50K
18,Female,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
24,Female,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,United-States,<=50K
38,Male,State-gov,Some-college,Separated,Exec-managerial,Own-child,White,United-States,<=50K
36,Female,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,Black,?,<=50K
34,Male,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Not-in-family,White,United-States,<=50K
42,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
45,Male,Self-emp-not-inc,12th,Divorced,Craft-repair,Other-relative,Black,United-States,<=50K
21,Male,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,United-States,<=50K
64,Male,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Canada,>50K
32,Male,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,United-States,<=50K
45,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
53,Male,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Laos,<=50K
42,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
32,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
49,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
62,Male,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,<=50K
28,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
29,Male,?,Doctorate,Married-civ-spouse,?,Husband,White,United-States,>50K
32,Male,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,United-States,<=50K
37,Male,Self-emp-inc,10th,Never-married,Transport-moving,Not-in-family,White,United-States,>50K
38,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Japan,>50K
44,Male,Local-gov,HS-grad,Divorced,Transport-moving,Own-child,White,United-States,<=50K
19,Male,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,<=50K
22,Male,?,Some-college,Never-married,?,Own-child,White,United-States,<=50K
24,Female,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
58,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
56,Female,Private,Bachelors,Widowed,Other-service,Not-in-family,White,United-States,<=50K
37,Female,Private,10th,Divorced,Craft-repair,Unmarried,White,United-States,<=50K
43,Male,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,United-States,<=50K
32,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
34,Female,Private,Bachelors,Never-married,Sales,Own-child,Black,United-States,<=50K
44,Female,Private,9th,Divorced,Other-service,Own-child,White,United-States,<=50K
28,Male,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,United-States,<=50K
35,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
38,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
26,Female,Private,Some-college,Never-married,Tech-support,Own-child,White,United-States,<=50K
20,Male,Private,11th,Never-married,Transport-moving,Own-child,White,United-States,<=50K
24,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,>50K
40,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
23,Male,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,United-States,<=50K
79,Male,Local-gov,11th,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
44,Female,Private,10th,Divorced,Adm-clerical,Unmarried,Other,United-States,<=50K
51,Female,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
30,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
52,Male,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,>50K
41,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,?,>50K
33,Male,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Philippines,<=50K
50,Male,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,United-States,>50K
51,Male,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
41,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
35,Female,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,United-States,>50K
34,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
28,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
31,Male,Self-emp-inc,Assoc-voc,Divorced,Sales,Not-in-family,White,United-States,<=50K
22,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
67,Female,?,HS-grad,Widowed,?,Not-in-family,White,United-States,<=50K
65,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
39,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
23,Male,Private,Some-college,Never-married,Tech-support,Own-child,White,United-States,<=50K
29,Male,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
57,Male,Self-emp-not-inc,10th,Divorced,Exec-managerial,Own-child,White,United-States,>50K
47,Female,Private,Some-college,Widowed,Other-service,Not-in-family,White,United-States,<=50K
